player_id,player,img_url,born,birth_place,height,role,bat_style,bowl_style
10936,Kaveen Bandara,/a/img/v1/152x152/i1/c182026/kaveen-bandara.jpg," Aug 22, 1997 (24 years) ", Colombo , -- , Batsman , Left Handed Bat , Right-arm medium 
10937,Vishad Randika,/a/img/v1/152x152/i1/c182026/vishad-randika.jpg," Sep 02, 1997 (24 years) ", Panadura , -- , WK-Batsman , Right Handed Bat , Sri Lanka U19 
10938,Asitha Fernando,/a/img/v1/152x152/i1/c182026/asitha-fernando.jpg," Jul 31, 1997 (24 years) ", Katuneriya , -- , Bowler , Right Handed Bat , Right-arm fast-medium 
10939,Avishka Fernando,/a/img/v1/152x152/i1/c170702/avishka-fernando.jpg," Apr 05, 1998 (23 years) ", Wadduwa , -- , Batsman , Right Handed Bat , Right-arm fast-medium 
10940,Kamindu Mendis,/a/img/v1/152x152/i1/c155713/kamindu-mendis.jpg," Sep 30, 1998 (23 years) ", Galle , -- , Batting Allrounder , Left Handed Bat , Right-arm offbreak 
10941,Salindu Ushan,/a/img/v1/152x152/i1/c182026/salindu-ushan.jpg," Jan 02, 1997 (24 years) ", Dehiwala , -- , Batsman , Left Handed Bat , Right-arm offbreak 
10942,Lahiru Samarakoon,/a/img/v1/152x152/i1/c182026/lahiru-samarakoon.jpg," Mar 03, 1997 (24 years) ", Kandy , -- , Bowler , Left Handed Bat , Right-arm fast-medium 
10943,Raveen Sayer,/a/img/v1/152x152/i1/c182026/raveen-sayer.jpg," Nov 25, 1996 (24 years) ", Kandy , -- , Bowler , Right Handed Bat , Right-arm offbreak 
10944,Damitha Silva,/a/img/v1/152x152/i1/c155039/damitha-silva.jpg," Aug 26, 1998 (23 years) ", Kurunegala , -- , Bowler , Left Handed Bat , Left-arm orthodox 
10945,Washington Sundar,/a/img/v1/152x152/i1/c171035/washington-sundar.jpg," Oct 05, 1999 (22 years) "," Chennai, Tamil Nadu ", -- , Batting Allrounder , Left Handed Bat , Right-arm offbreak 
10946,Zeeshan Ansari,/a/img/v1/152x152/i1/c182026/zeeshan-ansari.jpg," Dec 16, 1999 (21 years) "," Lucknow, Uttar Pradesh ", -- , Bowler , Right Handed Bat ," India U19, Uttar Pradesh "
10947,Anmolpreet Singh,/a/img/v1/152x152/i1/c179867/anmolpreet-singh.jpg," Mar 28, 1998 (23 years) "," Patiala, Punjab ", -- , Batsman , Right Handed Bat , Right-arm offbreak 
10948,Rahul Batham,/a/img/v1/152x152/i1/c182026/rahul-batham.jpg," Aug 21, 1998 (23 years) "," Gwalior, Madhya Pradesh ", -- , Bowler , Right Handed Bat , Right-arm medium 
10949,Amandeep Khare,/a/img/v1/152x152/i1/c182026/amandeep-khare.jpg," Aug 05, 1997 (24 years) "," Durg, Madhya Pradesh ", -- , Batsman , Right Handed Bat , Right-arm medium 
10950,Shubham Mavi,/a/img/v1/152x152/i1/c182026/shubham-mavi.jpg," Dec 12, 1997 (23 years) "," Bulandshahr, Uttar Pradesh ", -- , Bowler , Right Handed Bat , Right-arm medium 
10951,Yogesh Sharma,/a/img/v1/152x152/i1/c182026/yogesh-sharma.jpg, -- , -- , -- , Bowler , Right Handed Bat , India U19 
10952,Khaleel Ahmed,/a/img/v1/152x152/i1/c171017/khaleel-ahmed.jpg," Dec 05, 1997 (23 years) "," Tonk, Rajasthan ", -- , Bowler , Right Handed Bat , Left-arm fast-medium 
10953,Mayank Dagar,/a/img/v1/152x152/i1/c182026/mayank-dagar.jpg," Nov 11, 1996 (24 years) ", Delhi , -- , Bowler , Right Handed Bat , Left-arm orthodox 
10954,Mahipal Lomror,/a/img/v1/152x152/i1/c182026/mahipal-lomror.jpg," Nov 16, 1999 (21 years) "," Nagaur, Rajasthan ", -- , Batting Allrounder , Left Handed Bat , Left-arm orthodox 
10955,Kanishk Seth,/a/img/v1/152x152/i1/c182026/kanishk-seth.jpg," Nov 04, 1997 (23 years) ", Kolkata , -- , Bowler , Right Handed Bat , Left-arm medium 
10956,Ravi Punchihewa,/a/img/v1/152x152/i1/c182026/ravi-punchihewa.jpg," Sep 22, 1969 (52 years) ", Matale , -- , Batsman , Right Handed Bat , Right-arm medium 
10957,Josh Nicholas,/a/img/v1/152x152/i1/c182026/josh-nicholas.jpg, -- , -- , -- , Batting Allrounder , Right Handed Bat ," Australian Legends XI, Western Australia "
10958,Dean Trigg,/a/img/v1/152x152/i1/c182026/dean-trigg.jpg, -- , -- , -- , -- , Right Handed Bat , Australia 
10959,Trent Steenholdt,/a/img/v1/152x152/i1/c182026/trent-steenholdt.jpg, -- , -- , -- , -- , Right Handed Bat , Australia 
10960,Kasun Randika,/a/img/v1/152x152/i1/c182026/kasun-randika.jpg," Jan 20, 1997 (24 years) ", Colombo , -- , WK-Batsman , Right Handed Bat , Sri Lanka U19 
10961,Ravindra Kottahachchi,/a/img/v1/152x152/i1/c182026/ravindra-kottahachchi.jpg," Aug 02, 1975 (46 years) ", Kaluthara , -- , -- , Right Handed Bat , Sri Lanka 
10962,Susilough de Silva Wijeyratne,/a/img/v1/152x152/i1/c182026/susilough-de-silva-wijeyratne.jpg," Aug 25, 1957 (64 years) ", Colombo , -- , -- , Right Handed Bat , Sri Lanka 
10964,Balwant Sharma,/a/img/v1/152x152/i1/c182026/balwant-sharma.jpg," Feb 12, 1953 (68 years) ", -- , -- , -- , Right Handed Bat , Right-arm medium 
10965,Umang Chugh,/a/img/v1/152x152/i1/c182026/umang-chugh.jpg," Feb 19, 1994 (27 years) "," Hissar, Haryana ", -- , Bowling Allrounder , Right Handed Bat , Right-arm medium 
10966,Thomas Mathew ,/a/img/v1/152x152/i1/c182026/thomas-mathew.jpg," Jul 30, 1961 (60 years) "," Calicut (now Kozhikhode), Kerala ", -- , -- , Right Handed Bat , Right-arm medium 
10967,Subham Nayak,/a/img/v1/152x152/i1/c182026/subham-nayak.jpg," Oct 25, 1998 (22 years) "," Bhadrak, Orissa ", -- , Bowler , Right Handed Bat , Right-arm offbreak 
10968,Abdullah Al Mamun,/a/img/v1/152x152/i1/c182026/abdullah-al-mamun.jpg," Feb 17, 1985 (36 years) ", Comilla , -- , Batting Allrounder , Right Handed Bat , Right-arm medium 
10969,Mohsin Mufti Hussain,/a/img/v1/152x152/i1/c182026/mohsin-mufti-hussain.jpg," Dec 31, 1990 (30 years) "," Anantnag, Jammu ", -- , Batsman , Right Handed Bat , Right-arm offbreak 
10970,Simon Khomari,/a/img/v1/152x152/i1/c157692/simon-khomari.jpg," Oct 10, 1991 (30 years) ", Bloemfontein , -- , Batsman , Left Handed Bat , Left-arm orthodox 
10971,Gionne Koopman,/a/img/v1/152x152/i1/c182026/gionne-koopman.jpg," Dec 28, 1991 (29 years) "," East London, Cape Province ", -- , Batsman , Left Handed Bat , Right-arm legbreak 
10972,Luthando Mnyanda,/a/img/v1/152x152/i1/c182026/luthando-mnyanda.jpg," Oct 22, 1989 (31 years) "," East London, Cape Province ", -- , Batsman , Right Handed Bat , Right-arm offbreak 
10973,Zubayr Hamza,/a/img/v1/152x152/i1/c182026/zubayr-hamza.jpg," Jun 19, 1995 (26 years) "," Cape Town, Cape Province ", -- , Batsman , Right Handed Bat , Right-arm legbreak 
10974,Naushad Shaikh,/a/img/v1/152x152/i1/c182026/naushad-shaikh.jpg," Oct 15, 1991 (30 years) "," Osmanabad, Maharashtra ", -- , Batsman , Right Handed Bat , Right-arm offbreak 
10975,Nitin Yadav,/a/img/v1/152x152/i1/c182026/nitin-yadav.jpg, -- , -- , -- , -- , Right Handed Bat , Services 
10976,Pradeep Udawatta,/a/img/v1/152x152/i1/c182026/pradeep-udawatta.jpg," Jun 12, 1971 (50 years) ", Kalubowila , -- , -- , Right Handed Bat , Right-arm offbreak 
10977,Nalin Perera,/a/img/v1/152x152/i1/c182026/nalin-perera.jpg," Jan 22, 1964 (57 years) ", Galle , -- , -- , Right Handed Bat , Sri Lanka 
10978,Dieter Klein,/a/img/v1/152x152/i1/c157830/dieter-klein.jpg," Oct 31, 1988 (32 years) "," Lichtenburg, North West Province ", -- , Bowler , Right Handed Bat , Left-arm fast-medium 
10979,Sam Harper,/a/img/v1/152x152/i1/c180288/sam-harper.jpg," Dec 10, 1996 (24 years) "," Wantirna, Victoria ", -- , WK-Batsman , Right Handed Bat ," Melbourne Stars, Victoria, National Performance Squad, Cricket Australia XI, Victoria XI, Melbourne Renegades "
10980,Mickey Edwards,/a/img/v1/152x152/i1/c154665/mickey-edwards.jpg," Dec 23, 1994 (26 years) "," Sydney, New South Wales ", -- , Bowler , Right Handed Bat , Right-arm fast-medium 
10981,Ryan Gibson,/a/img/v1/152x152/i1/c151591/ryan-gibson.jpg," Dec 30, 1993 (27 years) "," Penrith, New South Wales ", -- , Batsman , Right Handed Bat , Right-arm medium 
10982,Rhys Phillips,/a/img/v1/152x152/i1/c182026/rhys-phillips.jpg," May 06, 1988 (33 years) "," Dunedin, Otago ", -- , Bowling Allrounder , Right Handed Bat , Right-arm legbreak 
10983,Navin Patel,/a/img/v1/152x152/i1/c182026/navin-patel.jpg," Sep 03, 1994 (27 years) "," Birmingham, Warwickshire ", -- , Bowler , Right Handed Bat , Right-arm medium 
10984,Vikash Singh,/a/img/v1/152x152/i1/c182026/vikash-singh.jpg," Jun 28, 1994 (27 years) "," Ranchi, Bihar ", -- , Bowler , Left Handed Bat , Left-arm medium 
10985,Omar Alam,/a/img/v1/152x152/i1/c182026/omar-alam.jpg," Mar 07, 1985 (36 years) ", Srinagar , -- , Bowling Allrounder , Right Handed Bat , Right-arm medium 
10986,Nilan De Silva,/a/img/v1/152x152/i1/c182026/nilan-de-silva.jpg," Jun 28, 1971 (50 years) ", Colombo , -- , WK-Batsman , Right Handed Bat , Right-arm offbreak 
10987,Karthik Raman,/a/img/v1/152x152/i1/c182026/karthik-raman.jpg," Apr 07, 1997 (24 years) "," East Godavari, Andhra Pradesh ", -- , Bowler , Right Handed Bat , Right-arm fast-medium 
10988,Nadeem Ahmed Dar,/a/img/v1/152x152/i1/c182026/nadeem-ahmed-dar.jpg, -- , -- , -- , -- , Right Handed Bat , Jammu and Kashmir 
10989,Greg West,/a/img/v1/152x152/i1/c165723/greg-west.jpg," Jul 25, 1994 (27 years) "," Belmont, New South Wales ", -- , Bowler , Right Handed Bat , Left-arm fast-medium 
10990,Ryan Hendricks,/a/img/v1/152x152/i1/c182026/ryan-hendricks.jpg," Jan 27, 1974 (47 years) ", Kimberley , -- , -- , Right Handed Bat , South Africa 
10991,Daniel Sincuba,/a/img/v1/152x152/i1/c182026/daniel-sincuba.jpg," May 03, 1992 (29 years) "," Greytown, KwaZulu-Natal ", -- , WK-Batsman , Right Handed Bat ," Dolphins, Titans "
10992,Eldred Hawken,/a/img/v1/152x152/i1/c182026/eldred-hawken.jpg," May 02, 1989 (32 years) ", Tzaneen , -- , Bowler , Right Handed Bat , Right-arm fast 
10993,Mbulelo Budaza,/a/img/v1/152x152/i1/c182026/mbulelo-budaza.jpg," Sep 06, 1993 (28 years) "," Grahamstown, eastern cape ", -- , Bowler , Right Handed Bat , Left-arm fast 
10994,Prayag Bhati,/a/img/v1/152x152/i1/c182026/prayag-bhati.jpg," Sep 24, 1991 (30 years) "," Bombay (now Mumbai), Maharashtra ", -- , Batsman , Right Handed Bat , Right-arm offbreak 
10995,Aaron Ayre,/a/img/v1/152x152/i1/c182026/aaron-ayre.jpg," Aug 06, 1992 (29 years) "," Bruce, Canberra, Australian Capital Territory ", -- , WK-Batsman , Left Handed Bat ," Victoria, Melbourne Renegades "
10996,Tom Donnell,/a/img/v1/152x152/i1/c182026/tom-donnell.jpg," Oct 10, 1986 (35 years) ", -- , -- , Batsman , Left Handed Bat ," Victoria, National Performance Squad "
10997,Matt Doric,/a/img/v1/152x152/i1/c182026/matt-doric.jpg," Nov 27, 1991 (29 years) ", -- , -- , Bowler , Right Handed Bat , Victoria 
10998,Jake Hancock,/a/img/v1/152x152/i1/c182026/jake-hancock.jpg," Nov 28, 1991 (29 years) ", -- , -- , Batsman , Right Handed Bat ," Victoria, Tasmania "
10999,Jeremy Hart,/a/img/v1/152x152/i1/c182026/jeremy-hart.jpg," Aug 21, 1985 (36 years) ", -- , -- , Bowler , Right Handed Bat , Right-arm legbreak 
11000,Dylan Kight,/a/img/v1/152x152/i1/c182026/dylan-kight.jpg," Nov 13, 1991 (29 years) ", -- , -- , WK-Batsman , Right Handed Bat , Victoria 
11001,Jackson Koop,/a/img/v1/152x152/i1/c182026/jackson-koop.jpg, -- , -- , -- , -- , Right Handed Bat ," Victoria, Cricket Australia XI "
11002,Blake Thomson,/a/img/v1/152x152/i1/c182026/blake-thomson.jpg," Dec 09, 1997 (23 years) ", -- , -- , Batsman , Right Handed Bat ," Victoria, Victoria XI "
11003,Stephen Brne,/a/img/v1/152x152/i1/c182026/stephen-brne.jpg, -- , -- , -- , -- , Right Handed Bat , Australia 
11004,Armaan Jaffer,/a/img/v1/152x152/i1/c182026/armaan-jaffer.jpg," Oct 25, 1998 (22 years) "," Sangli, Maharashtra ", -- , Batsman , Right Handed Bat ," India U19, Mumbai Cricket Association XI, Punjab Kings, Mumbai, India U23 "
11005,Cameron Stevenson,/a/img/v1/152x152/i1/c182026/cameron-stevenson.jpg," Oct 30, 1992 (28 years) "," Kew, Victoria ", -- , Bowler , Right Handed Bat , Right-arm fast-medium 
11006,Narendra Kalyan,/a/img/v1/152x152/i1/c182026/narendra-kalyan.jpg," Nov 30, 1986 (34 years) ", Nairobi , -- , Bowler , Right Handed Bat , Right-arm medium 
11007,Charana Nanayakkara,/a/img/v1/152x152/i1/c182026/charana-nanayakkara.jpg," Nov 23, 1997 (23 years) ", Colombo , -- , Bowler , Right Handed Bat , Right-arm fast-medium 
11008,Garth Stirrat,/a/img/v1/152x152/i1/c182026/garth-stirrat.jpg," Nov 05, 1968 (52 years) "," Porirua, Wellington ", -- , -- , Right Handed Bat , New Zealand 
11009,Yassar Cook,/a/img/v1/152x152/i1/c182026/yassar-cook.jpg," Apr 08, 1993 (28 years) "," Cape Town, Cape Province ", -- , Batsman , Right Handed Bat , Right-arm medium 
11010,Manoj Barik,/a/img/v1/152x152/i1/c182026/manoj-barik.jpg," Jun 12, 1989 (32 years) "," Bhubaneswar, Orissa ", -- , Bowler , Left Handed Bat , Left-arm orthodox 
11011,Rishikesh Das,/a/img/v1/152x152/i1/c182026/rishikesh-das.jpg," Dec 06, 1991 (29 years) ", Orissa , -- , Batsman , Right Handed Bat , Right-arm legbreak 
11012,Abhishek Yadav,/a/img/v1/152x152/i1/c182026/abhishek-yadav.jpg," Jun 08, 1995 (26 years) "," Gorakhpur, Uttar Pradesh ", -- , Batsman , Left Handed Bat ," Odisha, Railways "
11013,Karan Mahajan,/a/img/v1/152x152/i1/c182026/karan-mahajan.jpg," Jan 02, 1997 (24 years) "," Kangra, Himachal Pradesh ", -- , Bowler , Right Handed Bat , Right-arm offbreak 
11014,Bikramkumar Das,/a/img/v1/152x152/i1/c182026/bikramkumar-das.jpg," Nov 15, 1999 (21 years) ", Tripura , -- , -- , Left Handed Bat , Right-arm offbreak 
11015,Ajoy Sarkar,/a/img/v1/152x152/i1/c182026/ajoy-sarkar.jpg," Mar 10, 1997 (24 years) ", -- , -- , Bowler , Right Handed Bat , Right-arm medium 
11016,Rajat Dey,/a/img/v1/152x152/i1/c182026/rajat-dey.jpg," Dec 31, 1996 (24 years) ", -- , -- , -- , Right Handed Bat , Right-arm offbreak 
11017,Rajashekhar Harikant,/a/img/v1/152x152/i1/c182026/rajashekhar-harikant.jpg," Oct 04, 1990 (31 years) "," Kumta, Goa ", -- , WK-Batsman , Right Handed Bat , Goa 
11018,Kashyap Bakle,/a/img/v1/152x152/i1/c182026/kashyap-bakle.jpg, -- , -- , -- , -- , Right Handed Bat , Goa 
11019,Srinivas Fadte,/a/img/v1/152x152/i1/c182026/srinivas-fadte.jpg," Oct 10, 1993 (28 years) "," Ponda, Goa ", -- , Bowler , Right Handed Bat , Right-arm medium 
11020,Felix Alemao,/a/img/v1/152x152/i1/c182026/felix-alemao.jpg," Jul 20, 1995 (26 years) ", -- , -- , Bowler , Right Handed Bat , Right-arm medium 
11021,Karan Patel,/a/img/v1/152x152/i1/c182026/karan-patel.jpg," Sep 30, 1994 (27 years) "," Mansa, Gujarat ", -- , Bowler , Right Handed Bat , Right-arm offbreak 
11022,Annabathula Akash,/a/img/v1/152x152/i1/c182026/annabathula-akash.jpg," Oct 23, 1991 (29 years) "," Hyderabad, Andhra Pradesh ", -- , Batsman , Right Handed Bat , Hyderabad 
11023,Karan Shinde,/a/img/v1/152x152/i1/c182026/karan-shinde.jpg," Sep 19, 1997 (24 years) "," Kurnool, Andhra Pradesh ", -- , Batsman , Left Handed Bat , Right-arm legbreak 
11024,Girinath Reddy,/a/img/v1/152x152/i1/c182026/girinath-reddy.jpg," Oct 08, 1998 (23 years) "," Ananthapur, Andhra ", -- , Bowler , Right Handed Bat , Right-arm medium 
11025,Mrinmoy Dutta,/a/img/v1/152x152/i1/c182026/mrinmoy-dutta.jpg," Nov 24, 1998 (22 years) "," Nagaon, Assam ", -- , Bowler , Left Handed Bat , Left-arm fast-medium 
11026,Saahil Jain,/a/img/v1/152x152/i1/c182026/saahil-jain.jpg, -- ," Kamrup, Assam ", -- , -- , Right Handed Bat , Left-arm orthodox 
11027,Soaeb Tai,/a/img/v1/152x152/i1/c182026/soaeb-tai.jpg," Dec 25, 1989 (31 years) "," Chikhli Dis, Gujarat ", -- , Batsman , Right Handed Bat , Right-arm offbreak 
11028,Abhishek Tanwar,/a/img/v1/152x152/i1/c182026/abhishek-tanwar.jpg," Oct 17, 1991 (30 years) "," Jamnagar, Saurashtra ", -- , Bowler , Right Handed Bat , Right-arm medium 
11029,Sarthak Ranjan,/a/img/v1/152x152/i1/c182026/sarthak-ranjan.jpg," Sep 25, 1996 (25 years) ", Delhi , -- , Batsman , Right Handed Bat , Right-arm legbreak 
11030,Ashwin Das,/a/img/v1/152x152/i1/c182026/ashwin-das.jpg," Dec 16, 1995 (25 years) "," Bhopal, Madhya Pradesh ", -- , Bowler , Right Handed Bat , Right-arm medium 
11031,Sohraab Dhaliwal ,/a/img/v1/152x152/i1/c182026/sohraab-dhaliwal.jpg," Nov 18, 1991 (29 years) "," Ferozepur, Punjab ", -- , Bowler , Right Handed Bat , Left-arm orthodox 
11032,Ashutosh Singh,/a/img/v1/152x152/i1/c182026/ashutosh-singh.jpg," Jan 05, 1994 (27 years) "," Ambikapur, Chhattisgarh ", -- , Batsman , Right Handed Bat , Right-arm offbreak 
11033,Ayaan Khan,/a/img/v1/152x152/i1/c182026/ayaan-khan.jpg," Aug 30, 1992 (29 years) "," Bhopal, Madhya Pradesh ", -- , Bowling Allrounder , Left Handed Bat , Left-arm orthodox 
11034,Prakash Seet,/a/img/v1/152x152/i1/c182026/prakash-seet.jpg," Sep 15, 1991 (30 years) ", West Singhbhum , -- , Bowler , Right Handed Bat , Right-arm medium 
11035,Syed Sagar,/a/img/v1/152x152/i1/c182026/syed-sagar.jpg," Aug 12, 1990 (31 years) ", Srinagar , -- , Batsman , Right Handed Bat , Right-arm medium 
11036,Gurinder Singh,/a/img/v1/152x152/i1/c182026/gurinder-singh.jpg," Jul 09, 1992 (29 years) ", Chandigarh , -- , Batting Allrounder , Right Handed Bat , Left-arm orthodox 
11037,Sarabjit Singh,/a/img/v1/152x152/i1/c182026/sarabjit-singh.jpg," Sep 18, 1987 (34 years) ", Jalandhar , -- , WK-Batsman , Right Handed Bat , Punjab 
11038,Anmol Malhotra,/a/img/v1/152x152/i1/c182026/anmol-malhotra.jpg," Nov 29, 1995 (25 years) "," Patiala, Punjab ", -- , Batsman , Right Handed Bat , Right-arm offbreak 
11039,Raxlee Taylor,/a/img/v1/152x152/i1/c182026/raxlee-taylor.jpg," Mar 20, 1995 (26 years) "," Ahmedabad, Gujarat ", -- , Batsman , Right Handed Bat , Left-arm medium 
11040,Deepak Rai,/a/img/v1/152x152/i1/c182026/deepak-rai.jpg, -- , -- , -- , -- , Right Handed Bat , Left-arm medium 
11041,Praveen Deshetti,/a/img/v1/152x152/i1/c182026/praveen-deshetti.jpg," Sep 25, 1987 (34 years) "," Solapur, Maharashtra ", -- , Batsman , Right Handed Bat , Right-arm offbreak 
11042,Sanjay Sharma,/a/img/v1/152x152/i1/c182026/sanjay-sharma.jpg," Mar 05, 1967 (54 years) ", Delhi , -- , Batting Allrounder , Right Handed Bat , Right-arm offbreak 
11043,Asadullah Khan ,/a/img/v1/152x152/i1/c182026/asadullah-khan.jpg," Aug 13, 1983 (38 years) "," Vijayawada, Andhra Pradesh ", -- , -- , Right Handed Bat , Right-arm offbreak 
11045,Ajay Verma,/a/img/v1/152x152/i1/c182026/ajay-verma.jpg, -- , -- , -- , -- , Right Handed Bat , India 
11046,Himanshu Joshi,/a/img/v1/152x152/i1/c182026/himanshu-joshi.jpg," Feb 21, 1987 (34 years) "," Nagpur, Maharashtra ", -- , Bowling Allrounder , Left Handed Bat , Right-arm offbreak 
11047,Chandrapal Singh,/a/img/v1/152x152/i1/c182026/chandrapal-singh.jpg," Sep 08, 1994 (27 years) "," Udaipur, Rajasthan ", -- , Bowler , Right Handed Bat , Right-arm offbreak 
11048,SK Ryan,/a/img/v1/152x152/i1/c182026/sk-ryan.jpg, -- , -- , -- , -- , Right Handed Bat , New Zealand 
11049,Nick Hobson,/a/img/v1/152x152/i1/c182026/nick-hobson.jpg," Aug 22, 1994 (27 years) ", Perth , -- , Batsman , Left Handed Bat , Right-arm medium 
11050,D Arcy Short,/a/img/v1/152x152/i1/c147852/d-arcy-short.jpg," Aug 09, 1990 (31 years) "," Katherine, Northern Territory ", -- , Batsman , Left Handed Bat , Left-arm chinaman 
11051,Liam O Connor,/a/img/v1/152x152/i1/c151562/liam-o-connor.jpg," Jun 20, 1993 (28 years) ", Perth , -- , Bowler , Right Handed Bat , Right-arm legbreak 
11052,Drew Porter,/a/img/v1/152x152/i1/c182026/drew-porter.jpg," Sep 07, 1985 (36 years) "," Attadale, Perth, Western Australia ", -- , Bowler , Right Handed Bat , Right-arm medium 
11054,Prerak Mankad,/a/img/v1/152x152/i1/c169684/prerak-mankad.jpg," Mar 23, 1994 (27 years) "," Sirohi, Saurashtra ", -- , Batsman , Right Handed Bat , Right-arm medium 
11055,James Hewitt,/a/img/v1/152x152/i1/c182026/james-hewitt.jpg, -- , -- , -- , -- , Right Handed Bat , Australia 
11056,Donovan Marius Koch,/a/img/v1/152x152/i1/c182026/donovan-marius-koch.jpg," Oct 11, 1976 (45 years) "," Somerset West, Cape Province ", -- , -- , Right Handed Bat , Australia 
11057,Mark Turner,/a/img/v1/152x152/i1/c182026/mark-turner.jpg, -- , -- , -- , -- , Right Handed Bat ," Western Australia, Western Australia XI "
11058,Alex Bevilaqua,/a/img/v1/152x152/i1/c182026/alex-bevilaqua.jpg, -- , -- , -- , -- , Right Handed Bat ," Western Australia, Cricket Australia XI "
11059,Akash Sudan,/a/img/v1/152x152/i1/c182026/akash-sudan.jpg, -- , -- , -- , Bowling Allrounder , Left Handed Bat , Right-arm medium 
11060,Ajay Kumar,/a/img/v1/152x152/i1/c182026/ajay-kumar.jpg," Dec 12, 1989 (31 years) "," Thimmapuram, Andhra Pradesh ", -- , Bowling Allrounder , Right Handed Bat , Right-arm medium 
11061,Kuldeep Balwanbhai Ghadvi,/a/img/v1/152x152/i1/c182026/kuldeep-balwanbhai-ghadvi.jpg," Sep 15, 1986 (35 years) ", Mehsena , -- , WK-Batsman , Right Handed Bat , Gujarat 
11062,Jatin Wadhwan,/a/img/v1/152x152/i1/c182026/jatin-wadhwan.jpg," Sep 15, 1994 (27 years) ", Jammu , -- , -- , Right Handed Bat , Right-arm medium 
11063,Ngazibini Sigwili,/a/img/v1/152x152/i1/c159968/ngazibini-sigwili.jpg," Jun 12, 1995 (26 years) ", Mthatha , -- , Bowler , Left Handed Bat , Left-arm fast-medium 
11064,Michael Barry,/a/img/v1/152x152/i1/c182026/michael-barry.jpg, -- , -- , -- , Bowler , Right Handed Bat ," Auckland, New Zealand XI "
11065,Imran Janat ,/a/img/v1/152x152/i1/c182026/imran-janat.jpg, -- , -- , -- , Batsman , Right Handed Bat , Right-arm offbreak 
11066,Tahir Khan,/a/img/v1/152x152/i1/c182026/tahir-khan.jpg," Sep 04, 1997 (24 years) ", Kabul , -- , Bowler , Right Handed Bat , Right-arm offbreak 
11067,Obaidullah Kunari,/a/img/v1/152x152/i1/c182026/obaidullah-kunari.jpg, -- , -- , -- , Bowler , Right Handed Bat , Right-arm fast-medium 
11068,Batin Shah,/a/img/v1/152x152/i1/c182026/batin-shah.jpg," May 10, 1991 (30 years) ", Afghanistan , -- , Bowler , Right Handed Bat , Right-arm fast-medium 
11069,Ghami Zadran,/a/img/v1/152x152/i1/c182026/ghami-zadran.jpg, -- , -- , -- , Batsman , Right Handed Bat , Right-arm offbreak 
11070,Khaiber Omar,/a/img/v1/152x152/i1/c182026/khaiber-omar.jpg, -- , -- , -- , Bowler , Right Handed Bat , Right-arm offbreak 
11071,Ikram Ali Khil,/a/img/v1/152x152/i1/c178305/ikram-ali-khil.jpg," Sep 20, 2000 (21 years) ", -- , -- , WK-Batsman , Left Handed Bat ," Afghanistan U19, Balkh Legends, Afghanistan U23, Afghanistan "
11072,Mohammad Zahir,/a/img/v1/152x152/i1/c182026/mohammad-zahir.jpg," Jan 20, 1997 (24 years) ", Nangarhar , -- , Bowler , Left Handed Bat , Left-arm fast-medium 
11073,Nasir Khan,/a/img/v1/152x152/i1/c182026/nasir-khan.jpg," Dec 29, 1998 (22 years) ", -- , -- , Batting Allrounder , Right Handed Bat , Right-arm medium 
11074,Nijat Masood,/a/img/v1/152x152/i1/c182026/nijat-masood.jpg," Dec 30, 1998 (22 years) ", -- , -- , Bowling Allrounder , Right Handed Bat , Right-arm medium 
11075,Shamsurrahman,/a/img/v1/152x152/i1/c182026/shamsurrahman.jpg," Nov 25, 1999 (21 years) ", -- , -- , Bowling Allrounder , Right Handed Bat , Right-arm offbreak 
11076,Qais Ahmad,/a/img/v1/152x152/i1/c178321/qais-ahmad.jpg," Aug 15, 2000 (21 years) ", Nangarhar , -- , Bowler , Right Handed Bat , Right-arm legbreak 
11077,Karim Janat,/a/img/v1/152x152/i1/c182026/karim-janat.jpg," Aug 11, 1998 (23 years) ", Kabul , -- , Bowler , Right Handed Bat , Right-arm medium 
11078,Naveed Obaid,/a/img/v1/152x152/i1/c182026/naveed-obaid.jpg," Aug 28, 2000 (21 years) ", -- , -- , Batsman , Right Handed Bat , Afghanistan U19 
11079,Perwez Malakzai,/a/img/v1/152x152/i1/c182026/perwez-malakzai.jpg," Oct 03, 2000 (21 years) ", -- , -- , Batsman , Right Handed Bat , Right-arm offbreak 
11080,Tariq Stanikzai,/a/img/v1/152x152/i1/c178289/tariq-stanikzai.jpg," Dec 13, 1999 (21 years) ", Nangarhar , -- , Batsman , Left Handed Bat , Left-arm orthodox 
11081,Mehidy Hasan,/a/img/v1/152x152/i1/c148289/mehidy-hasan.jpg," Oct 25, 1997 (23 years) ", Khulna , -- , Bowling Allrounder , Right Handed Bat , Right-arm offbreak 
11082,Ariful Islam,/a/img/v1/152x152/i1/c182026/ariful-islam.jpg," Dec 20, 1996 (24 years) ", -- , -- , Bowler , Left Handed Bat , Bangladesh U19 
11084,Mohammad Saifuddin,/a/img/v1/152x152/i1/c170907/mohammad-saifuddin.jpg," Nov 01, 1996 (24 years) "," Feni, Chittagong ", -- , Bowling Allrounder , Left Handed Bat , Right-arm fast-medium 
11085,Saleh Ahmed Shawon,/a/img/v1/152x152/i1/c182026/saleh-ahmed-shawon.jpg," Jul 21, 1997 (24 years) ", -- , -- , Bowler , Left Handed Bat , Left-arm orthodox 
